license_number,ubi,trade_name,licensee_name,address,suite,city,state,county,zip,privilege,status,phone,is_se
422792,6046557890010001,KELSO RETAIL INVESTMENTS LLC,,2200 TALLEY WAY  STE A,SUITE A,KELSO,WA,COWLITZ,986265511,CANNABIS RETAILER,CLOSED (PERMANENT),5093938023,
414089,6033491670010001,KEYSTONE CREATIONS,,5809 112TH ST E,BLDG A,PUYALLUP,WA,PIERCE,983730000,CANNABIS RETAILER,CLOSED (PERMANENT),2533559704,
414090,6033491670010002,KEYSTONE CREATIONS,,RETAIL TITLE CERTIFICATE,,FEDERAL WAY,WA,KING,980034994,CANNABIS RETAILER,CLOSED (PERMANENT),2533559704,
414090,6033491670010002,KEYSTONE CREATIONS,,RETAIL TITLE CERTIFICATE,,FEDERAL WAY,WA,KING,980034994,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2533559704,
429212,6041302810010003,KINDLEBERGER LLC,,230 NE JUNIPER ST STE 100,,ISSAQUAH,WA,KING,980272519,CANNABIS RETAILER,CLOSED (PERMANENT),2063355857,
422012,6035765800010001,KING CRONIC,,20639 OLD HIGHWAY 99 SW UNIT B,UNIT B,CENTRALIA,WA,THURSTON,985318613,CANNABIS RETAILER,CLOSED (PERMANENT),3608587142,
425925,6035765800010005,KING CRONIC,,1110 E YELM AVE STE C,,YELM,WA,THURSTON,985977690,CANNABIS RETAILER,CLOSED (PERMANENT),3609676056,
425925,6048027430010001,KING CRONIC,,1110 E YELM AVE STE C,,YELM,WA,THURSTON,98597,CANNABIS RETAILER,ACTIVE (ISSUED),2063515957,
422459,6035765800010003,KING CRONIC 2,,327 SR 4,,CATHLAMET,WA,WAHKIAKUM,986120000,CANNABIS RETAILER,CLOSED (PERMANENT),3608587142,
413846,6035765800010004,KING CRONIC 3,,551 14TH AVE,,LONGVIEW,WA,COWLITZ,986321601,CANNABIS RETAILER,CLOSED (PERMANENT),3609676056,
088696,6035945810010004,KITSAP CANNABIS,,1731 VILLAGE LN SE,,PORT ORCHARD,WA,KITSAP,983662643,CANNABIS RETAILER,CLOSED (PERMANENT),3609900314,
422468,6035945810010001,KITSAP CANNABIS,,1739 VILLAGE LN SE,,PORT ORCHARD,WA,KITSAP,983662643,CANNABIS RETAILER,CLOSED (PERMANENT),3608658092,
424117,6035945810010002,KITSAP CANNABIS,,2600 NW RANDALL WAY STE 103,,SILVERDALE,WA,KITSAP,983839427,CANNABIS RETAILER,CLOSED (PERMANENT),3608658092,
434802,6035945810010005,KITSAP CANNABIS - BREMERTON,,4001 WA-3 W UNIT B,,BREMERTON,WA,KITSAP,983120000,CANNABIS RETAILER,CLOSED (PERMANENT),3608658092,
421359,6035609550010001,KITSAP CANNABIS 2,,1762 VILLAGE LN SE,,PORT ORCHARD,WA,KITSAP,983662644,CANNABIS RETAILER,CLOSED (PERMANENT),3608133369,
422827,6036041950010001,KITSAP CANNABIS 3,,2300 TALLEY WAY STE C,,KELSO,WA,COWLITZ,986265513,CANNABIS RETAILER,CLOSED (PERMANENT),3608658092,
428263,6036041950010003,KITSAP CANNABIS 3,,308 S 5TH AVE,,KELSO,WA,COWLITZ,986262324,CANNABIS RETAILER,CLOSED (PERMANENT),3608658092,
435420,6035609550010003,KITSAP CANNABIS PORT ORCHARD,,4255 SE MILE HILL DR #101,,PORT ORCHARD,WA,KITSAP,98366,CANNABIS RETAILER,ACTIVE (ISSUED),3608658092,
420336,6040934440010001,KUSH,,11834 NE 90TH ST,,KIRKLAND,WA,KING,98033,CANNABIS RETAILER,ACTIVE (ISSUED),4252693242,
415406,6046169240010001,KUSH 21,,13224 HWY 99 STE A,,EVERETT,WA,SNOHOMISH,982045424,CANNABIS RETAILER,CLOSED (PERMANENT),3605611664,
425493,6046005620010001,KUSH 21,,517 128TH ST SW STE B,,EVERETT,WA,SNOHOMISH,98204,CANNABIS RETAILER,ACTIVE (ISSUED),2063830943,
424751,6046521590010001,KUSH 21 BUCKLEY LLC,,29393 STATE ROUTE 410 E STE D,,BUCKLEY,WA,PIERCE,98321,CANNABIS RETAILER,ACTIVE (ISSUED),3605611664,
421876,6040720270010001,KUSH KLUB,,17547 15TH AVE NE,,SHORELINE,WA,KING,981553801,CANNABIS RETAILER,CLOSED (PERMANENT),2067691282,
421630,6033042060010002,KUSH POINTE,,11811 MUKILTEO SPEEDWAY STE 11,,MUKILTEO,WA,SNOHOMISH,982045442,CANNABIS RETAILER,CLOSED (PERMANENT),2065795394,
438816,6057582300010001,KUSH21 EVERETT,,11311 HIGHWAY 99,,EVERETT,WA,SNOHOMISH,982044816,CANNABIS RETAILER,ACTIVE (ISSUED),3605611664,
438629,6057605530010001,KUSH21 SODO,,2215 4TH AVENUE SOUTH,,SEATTLE,WA,KING,98134,CANNABIS RETAILER,ACTIVE (ISSUED),3605611664,
430737,6040720270010003,KUSHKLUB,,20019 AURORA AVE N UNIT B,,SHORELINE,WA,KING,981333120,CANNABIS RETAILER,ACTIVE (ISSUED),2067691282,
415287,6027085610010002,KUSHMAN,,11110 MUKILTEO SPEEDWAY,SUITE 102,MUKILTEO,WA,SNOHOMISH,982755450,CANNABIS RETAILER,CLOSED (PERMANENT),4254441575,
421552,6027085610010004,KUSHMAN,,15804 HIGHWAY 99 UNIT A,,LYNNWOOD,WA,SNOHOMISH,98087,CANNABIS RETAILER,ACTIVE (ISSUED),4254441575,
422380,6027085610010007,KUSHMAN,,8921 EVERGREEN WAY,,EVERETT,WA,SNOHOMISH,982082626,CANNABIS RETAILER,CLOSED (PERMANENT),4254441575,
426731,6027085610010009,KUSHMAN,,8911 EVERGREEN WAY,,EVERETT,WA,SNOHOMISH,98208,CANNABIS RETAILER,ACTIVE (ISSUED),4254441575,
414520,6033472500010002,KUSHMART,,6309 EVERGREEN WAY STE C,,EVERETT,WA,SNOHOMISH,982034559,CANNABIS RETAILER,CLOSED (PERMANENT),2067691282,
416102,6035539770010001,KUSHMART SOUTH EVERETT,,13220 HWY 99 S,,EVERETT,WA,SNOHOMISH,98204,CANNABIS RETAILER,ACTIVE (ISSUED),4255820088,
413695,6018306250010003,LA PUSH KUSH,,100 LA PUSH RD STE 602,,FORKS,WA,CLALLAM,983319406,CANNABIS RETAILER,CLOSED (PERMANENT),5416109508,
419178,6018306250010004,LA PUSH KUSH,,100 LA PUSH RD STE 602,,FORKS,WA,CLALLAM,983319406,CANNABIS RETAILER,CLOSED (PERMANENT),5416109508,
415509,6033594910010001,LAST STOP POT SHOP,,"41711 STATE ROUTE 2, #1",,GOLD BAR,WA,SNOHOMISH,982510000,CANNABIS RETAILER,CLOSED (PERMANENT),3602178951,
414881,6033579990010001,LAWRENCE ENTERPRISES,,322 DANIEL LN,,FRIDAY HARBOR,WA,SAN JUAN,982506153,CANNABIS RETAILER,ACTIVE (ISSUED),3603782288,
417880,6033573230010003,LEGAL MARIJUANA SUPERSTORE,,3610 BETHEL RD SE,SUITE 100,PORT ORCHARD,WA,KITSAP,98367,CANNABIS RETAILER,ACTIVE (ISSUED),3603401009,
414664,6054236290010001,LIDZ CANNABIS,,9301 N DIVISION ST STE B-C,,SPOKANE,WA,SPOKANE,992181254,CANNABIS RETAILER,CLOSED (PERMANENT),5038057828,
421698,6054233280010001,LIDZ CANNABIS,,2804 E 30TH AVE,,SPOKANE,WA,SPOKANE,992234782,CANNABIS RETAILER,CLOSED (PERMANENT),5038057828,
442174,6059198440010001,LIDZ CANNABIS TACOMA,,3213 S 38TH ST STE C,,TACOMA,WA,PIERCE,984095617,CANNABIS RETAILER,ACTIVE (ISSUED),2068831955,
442173,6059133860010001,LIDZ SPOKANE NORTH,,9301 N DIVISION ST STE B-C,,SPOKANE,WA,SPOKANE,992181254,CANNABIS RETAILER,ACTIVE (ISSUED),2068831955,
442309,6059134810010001,LIDZ SPOKANE SOUTH,,2804 E 30TH AVE,,SPOKANE,WA,SPOKANE,992234782,CANNABIS RETAILER,ACTIVE (ISSUED),2068831955,
414454,6033394100010007,LIVING WELL ENTERPRISES,,19001 VASHON HIGHWAY SOUTHWEST,,VASHON ISLAND,WA,KING,980700000,CANNABIS RETAILER,CLOSED (PERMANENT),2062612916,
420741,6033394100010004,LIVING WELL ENTERPRISES,,17730 AMBAUM BLVD S UNIT E,,BURIEN,WA,KING,98148,CANNABIS RETAILER,ACTIVE (ISSUED),2068128092,
421812,6033394100010005,LIVING WELL ENTERPRISES,,18850 103RD AVE SW UNIT 103,,VASHON,WA,KING,980705250,CANNABIS RETAILER,CLOSED (PERMANENT),2062612916,
421826,6033394100010006,LIVING WELL ENTERPRISES LLC,,18850 103RD AVE SW UNIT 105,,VASHON,WA,KING,980705250,CANNABIS RETAILER,CLOSED (PERMANENT),2062612916,
429803,6041937950010004,LOCAL AMSTERDAM,,3200 15TH AVE W UNIT B,,SEATTLE,WA,KING,98119,CANNABIS RETAILER,ACTIVE (ISSUED),3603533628,
415406,6041299620010001,LOCAL ROOTS,,13224 HWY 99 STE A,,EVERETT,WA,SNOHOMISH,982045424,CANNABIS RETAILER,CLOSED (PERMANENT),4253617878,
422336,6046150810010001,LOCAL ROOTS,,1009 E YAKIMA AVE,,YAKIMA,WA,YAKIMA,98901,CANNABIS RETAILER,ACTIVE (ISSUED),2063830943,
415406,6034419610010002,LOCAL ROOTS MARIJUANA,,13224 HWY 99,STE A,EVERETT,WA,SNOHOMISH,982045424,CANNABIS RETAILER,CLOSED (PERMANENT),4253617878,
415425,6034419750010001,LOCAL ROOTS MARIJUANA,,1912 201ST PLACE SE #202,,BOTHELL,WA,SNOHOMISH,980120000,CANNABIS RETAILER,CLOSED (PERMANENT),4259495389,
425493,6034419750010002,LOCAL ROOTS MARIJUANA,,517 128TH ST SW STE B,,EVERETT,WA,SNOHOMISH,982047311,CANNABIS RETAILER,CLOSED (PERMANENT),4252909000,
420785,6046612970010001,LOCAL ROOTS TACOMA,,5917 N 26TH ST STE A,,TACOMA,WA,PIERCE,98407,CANNABIS RETAILER,ACTIVE (ISSUED),2063830943,
079350,6041937950010003,LOCALAMSTER,,7262 RAINIER AVE S,,SEATTLE,WA,KING,981183864,CANNABIS RETAILER,CLOSED (PERMANENT),2063699597,
414243,6033576160010002,LOCALAMSTER,,1006 CALIFORNIA WAY,,LONGVIEW,WA,COWLITZ,986321615,CANNABIS RETAILER,CLOSED (PERMANENT),2068760140,
414243,6041937950010001,LOCALAMSTER,,1006 CALIFORNIA WAY,,LONGVIEW,WA,COWLITZ,98632,CANNABIS RETAILER,ACTIVE (ISSUED),3603533628,
414823,6033588730010001,LOCALS CANNA HOUSE,,9616 E SPRAGUE AVE,STE B,SPOKANE VALLEY,WA,SPOKANE,99206,CANNABIS RETAILER,ACTIVE (ISSUED),5092946552,
413544,6033544480010001,LONGVIEW FREEDOM MARKET,,971 14TH AVE STE 110,,LONGVIEW,WA,COWLITZ,98632,CANNABIS RETAILER,ACTIVE (ISSUED),3602617055,
422278,6035877900010001,LOVELY BUDS,,4107 E SPRAGUE AVE,,SPOKANE,WA,SPOKANE,992024850,CANNABIS RETAILER,CLOSED (PERMANENT),2082904347,
410798,6043040910010001,LOVELY BUDS DIVISION,,1403 N DIVISION ST STE A,,SPOKANE,WA,SPOKANE,99202,CANNABIS RETAILER,ACTIVE (ISSUED),2082904347,
412490,6035879370010002,LOVELY BUDS NORTH,,1919 E FRANCIS AVE  STE B,,SPOKANE,WA,SPOKANE,99208,CANNABIS RETAILER,ACTIVE (ISSUED),4065465411,
422350,6035879370010001,LOVELY BUDS NORTH,,827 E FRANCIS AVE,,SPOKANE,WA,SPOKANE,992083638,CANNABIS RETAILER,CLOSED (PERMANENT),4065465411,
412370,6033482370010001,LOVING FARMS,,2615 OLD HIGHWAY 99 S,,MOUNT VERNON,WA,SKAGIT,98273,CANNABIS RETAILER,ACTIVE (ISSUED),3605405168,
420666,6033595980010002,LTC,,5440 CALIFORNIA AVE SW,,SEATTLE,WA,KING,981361513,CANNABIS RETAILER,CLOSED (PERMANENT),2066969240,
414963,6033590350010001,LUCID,,4820 YELM HWY SE SUITE D,,LACEY,WA,THURSTON,985033402,CANNABIS RETAILER,CLOSED (PERMANENT),5304010839,
415429,6033590350010002,LUCID,,7294 MARTIN WAY E,,OLYMPIA,WA,THURSTON,985165533,CANNABIS RETAILER,CLOSED (PERMANENT),5304010839,
437262,6033590350010004,LUCID,,9323 MARTIN WAY E STE 101,,OLYMPIA,WA,THURSTON,985165965,CANNABIS RETAILER,CLOSED (PERMANENT),5304010839,
422194,6024649910010005,"LUCID AUBURN, 21+ CANNABIS, 21+ MARIJUANA",,3310 AUBURN WAY N STE C/D,,AUBURN,WA,KING,98002,CANNABIS RETAILER,ACTIVE (ISSUED),2539732476,
413504,6033498370010001,LUCID CHENEY,,25023 E APPLEWAY AVE,,LIBERTY LAKE,WA,SPOKANE,990199545,CANNABIS RETAILER,CLOSED (PERMANENT),2539855872,
352673,6016367550010006,LUCID PUYALLUP,,7924 RIVER ROAD,,PUYALLUP,WA,PIERCE,98371,CANNABIS RETAILER,ACTIVE (ISSUED),2539732476,
415203,6042734580010001,LUCKY CANNABIS,,9640 16TH AVE SW STE C & D,,SEATTLE,WA,KING,981062827,CANNABIS RETAILER,CLOSED (PERMANENT),2065882441,
443637,6059431270010001,LUCKY CANNABIS,,2714 HENSON RD STE A,,MOUNT VERNON,WA,SKAGIT,982739036,CANNABIS RETAILER,ACTIVE (ISSUED),2533324536,
413295,6033514230010001,LUCKY LEAF,,3411 N CAPITOL AVE #A,,PASCO,WA,FRANKLIN,993019556,CANNABIS RETAILER,CLOSED (PERMANENT),5096194887,
422442,6033514230010003,LUCKY LEAF,,1111 W 1ST AVE STE A,,SPOKANE,WA,SPOKANE,992014005,CANNABIS RETAILER,ACTIVE (ISSUED),5096194248,
413245,6035146970010001,LUSCIOUS LEAF,,1392 W PINE ST  STE B,,WALLA WALLA,WA,WALLA WALLA,993629496,CANNABIS RETAILER,CLOSED (PERMANENT),5096432777,
414160,6034151100010001,LUX POT SHOP,,10333 LAKE CITY WAY NE #101,,SEATTLE,WA,KING,98125,CANNABIS RETAILER,ACTIVE (ISSUED),2067193162,
414532,6034150760010001,LUX POT SHOP,,4912 17TH AVE NW STE A,,SEATTLE,WA,KING,98107,CANNABIS RETAILER,ACTIVE (ISSUED),2067193162,
420819,6044081350010001,LUX POT SHOP,,4465 FREMONT AVE N,,SEATTLE,WA,KING,981037225,CANNABIS RETAILER,CLOSED (PERMANENT),2067193162,
434272,6044081350010002,LUX POT SHOP,,114 VINE ST,,SEATTLE,WA,KING,98121,CANNABIS RETAILER,ACTIVE (ISSUED),2067193162,
422579,6045560440010001,LYNNWOOD HOLDING 99 LLC,,RETAIL TITLE CERTIFICATE,,LYNNWOOD,WA,SNOHOMISH,980364736,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2067691282,
421151,6032194490010004,MAGIC TREE COLLECTIVE 206,,350 NE STADIUM WAY UNIT B,,PULLMAN,WA,WHITMAN,991630000,CANNABIS RETAILER,CLOSED (PERMANENT),2532056372,
437368,6032194490010006,MAGIC TREE COLLECTIVE 206,,745 N GRAND AVE STE 106,SMP - 2,PULLMAN,WA,WHITMAN,99163,CANNABIS RETAILER,ACTIVE (ISSUED),2532056372,
421151,6032194490010004,"MAGIC TREE COLLECTIVE 206, INC",,2506 S JACKSON ST STE 205,,SEATTLE,WA,KING,981442367,CANNABIS RETAILER,CLOSED (PERMANENT),2064978141,
414876,6033571610010001,MAIN STREET MARIJUANA,,2314 MAIN ST,,VANCOUVER,WA,CLARK,98660,CANNABIS RETAILER,ACTIVE (ISSUED),3606063260,
421805,6035719200010001,MAIN STREET MARIJUANA EAST,,16219 SE 12TH ST STE 104,,VANCOUVER,WA,CLARK,98683,CANNABIS RETAILER,ACTIVE (ISSUED),3606063260,
414931,6049895210010001,MAIN STREET MARIJUANA NORTH,,8002 NE HIGHWAY 99 STE B,,VANCOUVER,WA,CLARK,986658875,CANNABIS RETAILER,CLOSED (PERMANENT),3606063260,
435081,6049895210010002,MAIN STREET MARIJUANA NORTH,,7908 NE HIGHWAY 99,,VANCOUVER,WA,CLARK,98665,CANNABIS RETAILER,ACTIVE (ISSUED),3606063260,
413414,6033540160010001,MARGIE'S POT SHOP,,405 E STUEBEN,,BINGEN,WA,KLICKITAT,986050000,CANNABIS RETAILER,CLOSED (PERMANENT),5094930441,
413414,6034303690010001,MARGIES'S POT SHOP,,405 E STEUBEN ST,,BINGEN,WA,KLICKITAT,98605,CANNABIS RETAILER,ACTIVE (ISSUED),5092813420,
414893,6033584010010002,MARI J'S HIGHWAY POT SHOP,,9506 19TH AVE SE,,EVERETT,WA,SNOHOMISH,982083801,CANNABIS RETAILER,CLOSED (PERMANENT),2065506021,
422298,6035771400010001,MARI MART,,24090 NE STATE ROUTE 3 STE I,,BELFAIR,WA,MASON,985289665,CANNABIS RETAILER,CLOSED (PERMANENT),3602751181,
415674,6035871190010001,MARIJUANA CLUB 99,,1215 N LAKE SAMISH DR STE 2,,BELLINGHAM,WA,WHATCOM,982299310,CANNABIS RETAILER,CLOSED (PERMANENT),2533208712,
421982,6035871190010002,MARIJUANA CLUB 99,,12631 HIGHWAY 99 STE B,,EVERETT,WA,SNOHOMISH,982048545,CANNABIS RETAILER,CLOSED (PERMANENT),2533208712,
426895,6035871190010004,MARIJUANA CLUB 99,,12631 HWY 99 STE A,,EVERETT,WA,SNOHOMISH,982040000,CANNABIS RETAILER,CLOSED (PERMANENT),4252688875,
367339,6035871190010006,MARIJUANA CLUB 99 LLC,,36728 US 2,SMP - 2,SULTAN,WA,SNOHOMISH,98294,CANNABIS RETAILER,ACTIVE (ISSUED),4252688875,
421632,6034015930010002,MARIJUANA DEPOT,,1123 SLEATER KINNEY RD SE,,LACEY,WA,THURSTON,985032300,CANNABIS RETAILER,CLOSED (PERMANENT),2063917365,
422027,6034015930010001,MARIJUANA DEPOT,,404 AUBURN WAY S STE 100,,AUBURN,WA,KING,980025418,CANNABIS RETAILER,CLOSED (PERMANENT),2063917365,
413370,6033519760010001,MARIJUANA MART,,1405 YELM AVE E,,YELM,WA,THURSTON,985979480,CANNABIS RETAILER,CLOSED (PERMANENT),3604801912,
419640,6033519760010002,MARIJUANA MART,,6039 SW 197TH AVE,,ROCHESTER,WA,THURSTON,985799250,CANNABIS RETAILER,CLOSED (PERMANENT),3608587188,
422450,6033513410010003,MARIJUANA MART,,405 E UNION ST,,CENTRALIA,WA,LEWIS,985313759,CANNABIS RETAILER,CLOSED (PERMANENT),3607891364,
428846,6033519760010004,MARIJUANA MART,,6230 197TH SW AVE,,ROCHESTER,WA,THURSTON,98579,CANNABIS RETAILER,ACTIVE (ISSUED),3608587188,
420889,6030644390010002,MARLEY 420,,16204 SE 272ND ST  STE 1,STE 1,COVINGTON,WA,KING,980428213,CANNABIS RETAILER,CLOSED (PERMANENT),2067147733,
435092,6030644390010003,MARLEY 420,,27022 168TH PL SE,,COVINGTON,WA,KING,98042,CANNABIS RETAILER,ACTIVE (ISSUED),2067147733,
415652,6034779210010001,MARY JANE,,13513 NE 126TH PL SUITE C,,KIRKLAND,WA,KING,980348725,CANNABIS RETAILER,CLOSED (PERMANENT),4252996565,
414864,6033578800010001,MARY JANE'S,,1037 W MARINA DR,,MOSES LAKE,WA,GRANT,988370000,CANNABIS RETAILER,CLOSED (PERMANENT),5099893639,
417646,6033578800010002,MARY JANE'S,,2829 N MARKET ST,,SPOKANE,WA,SPOKANE,992075553,CANNABIS RETAILER,CLOSED (PERMANENT),5099893639,
417646,6041385610010001,MARY JANE'S,,2829 N MARKET ST,,SPOKANE,WA,SPOKANE,99207,CANNABIS RETAILER,ACTIVE (ISSUED),5098554485,
422158,6034341890010002,MARY JANE'S HOUSE OF GRASS,,8312 E MILL PLAIN BLVD,,VANCOUVER,WA,CLARK,986642007,CANNABIS RETAILER,CLOSED (PERMANENT),3603357823,
413844,6033550730010002,MARY JANE'S HOUSE OF MARIJUANA,,RETAIL TITLE CERTIFICATE,,WASHOUGAL,WA,CLARK,986712123,CANNABIS RETAILER,CLOSED (PERMANENT),3609312169,
413844,6033550730010002,MARY JANE'S HOUSE OF MARIJUANA,,RETAIL TITLE CERTIFICATE,,WASHOUGAL,WA,CLARK,986712123,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,3609312169,
414864,6041405300010001,MARY JANES,,1037 W MARINA DR,,MOSES LAKE,WA,GRANT,98837,CANNABIS RETAILER,ACTIVE (ISSUED),5098554485,
412048,6031183740010002,MARY JEAN'S GREENS INC.,,3204 MERIDIAN AVE E,,EDGEWOOD,WA,PIERCE,983722608,CANNABIS RETAILER,CLOSED (PERMANENT),2537356550,
415037,6033576040010003,MARY MART,,3005 6TH AVE STE B,,TACOMA,WA,PIERCE,984066202,CANNABIS RETAILER,CLOSED (PERMANENT),2533271675,
424311,6033576040010004,MARY MART,,3002 6TH AVE STE 100,,TACOMA,WA,PIERCE,984066203,CANNABIS RETAILER,CLOSED (PERMANENT),2539614231,
424311,6036229840010002,MARY MART INC,,3002 6TH AVE STE 100,,TACOMA,WA,PIERCE,984066203,CANNABIS RETAILER,ACTIVE (ISSUED),2539614231,
415325,6033022670010002,MARY'S FINEST MARIJUANA,,12230 AURORA AVE N STE B,,SEATTLE,WA,KING,981338033,CANNABIS RETAILER,CLOSED (PERMANENT),2066438576,
415544,6042110130000000,MERGENTHALER WASHINGTON (TITLE OWNER ONLY),,RETAIL TITLE CERTIFICATE,,FEDERAL WAY,WA,KING,980032406,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2063355857,
414250,6024882990010005,MILL CREEK NATURAL FOODS,,4315 MAIN ST STE A,,UNION GAP,WA,YAKIMA,989032115,CANNABIS RETAILER,CLOSED (PERMANENT),5098400186,
415001,6033581030010001,MILLER'S MARIJUANA,,5675 STATE ROUTE 12 STE 1,,ELMA,WA,GRAYS HARBOR,985410000,CANNABIS RETAILER,CLOSED (PERMANENT),3604709265,
415001,6033565140010009,MILLERS MARIJUANA,,5675 STATE ROUTE 12 STE 1,,ELMA,WA,GRAYS HARBOR,985410000,CANNABIS RETAILER,CLOSED (PERMANENT),3606379282,
437305,6033565140010010,MILLERS MARIJUANA,,302 W WALDRIP ST,SMP - 2,ELMA,WA,GRAYS HARBOR,98541,CANNABIS RETAILER,ACTIVE (ISSUED),3606379283,
414735,6021513210010001,MISTER BUDS,,536 MARINE DR STE B,,PORT ANGELES,WA,CLALLAM,98363,CANNABIS RETAILER,ACTIVE (ISSUED),3607971966,
414789,6035718900010001,MJ LONG,,RETAIL TITLE CERTIFICATE,,MARYSVILLE,WA,SNOHOMISH,982717227,CANNABIS RETAILER,CLOSED (PERMANENT),3016336086,
414789,6035718900010001,MJ LONG,,RETAIL TITLE CERTIFICATE,,MARYSVILLE,WA,SNOHOMISH,982717227,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,3016336086,
415314,6006078980010001,MJ'S POT SHOP,,1335 SE BISHOP BLVD,,PULLMAN,WA,WHITMAN,991636408,CANNABIS RETAILER,CLOSED (PERMANENT),5093325203,
415314,6034563770010001,MJ'S POT SHOP,,1335 SE BISHOP BLVD,,PULLMAN,WA,WHITMAN,991636408,CANNABIS RETAILER,CLOSED (PERMANENT),5093321011,
421918,6046012740010002,MO BETA GREEN,,8962 BEAVER VALLEY RD,,CHIMACUM,WA,JEFFERSON,983250000,CANNABIS RETAILER,CLOSED (PERMANENT),3603794689,
414227,6033573650010001,MODERN CREATIONS,,31140 PACIFIC HWY S,,FEDERAL WAY,WA,KING,980033807,CANNABIS RETAILER,CLOSED (PERMANENT),2064657550,
422951,6033573650010006,MODERN CREATIONS,,10825 MYERS WAY S STE 200,,SEATTLE,WA,KING,981681367,CANNABIS RETAILER,CLOSED (PERMANENT),2064657550,
424430,6033573650010007,MODERN CREATIONS,,3014 S 320TH ST,,FEDERAL WAY,WA,KING,980035421,CANNABIS RETAILER,CLOSED (PERMANENT),2064657550,
072413,6035831590010001,MOLECULE,,51 MORGAN ST UNIT A,,DAVENPORT,WA,LINCOLN,991229553,CANNABIS RETAILER,CLOSED (PERMANENT),5092279683,
426443,6035831590010006,MOLECULE,,206 MORGAN ST,,DAVENPORT,WA,LINCOLN,991225178,CANNABIS RETAILER,ACTIVE (ISSUED),5099362310,
422981,6033568920010001,"MOUNT BAKER RETAIL PARTNERS, LLC",,12539 E MARGINAL WAY S STE C,,TUKWILA,WA,KING,98168,CANNABIS RETAILER,ACTIVE (ISSUED),4257530673,
422796,6035584490010006,MOUNT VERNON CANNABIS,,17929 STATE ROUTE 536,STE B,MOUNT VERNON,WA,SKAGIT,982733216,CANNABIS RETAILER,CLOSED (PERMANENT),3608994428,
414060,6032584710010002,MOUNT VERNON CANNABIS CENTER,,2714 HENSON RD STE A,,MOUNT VERNON,WA,SKAGIT,982739036,CANNABIS RETAILER,CLOSED (PERMANENT),9259891998,
422796,6048648970010001,MOUNT VERNON RETAIL HOLDINGS LLC,,17929 STATE ROUTE 536  STE B,STE B,MOUNT VERNON,WA,SKAGIT,98273,CANNABIS RETAILER,ACTIVE (ISSUED),2062401308,
413980,6034052370010001,MR. BILLS OF BUCKLEY,,29297 HWY 410 E STE D,,BUCKLEY,WA,PIERCE,983218482,CANNABIS RETAILER,CLOSED (PERMANENT),2533835855,
424751,6034052370010002,MR. BILLS OF BUCKLEY,,29393 STATE ROUTE 410 E STE D,,BUCKLEY,WA,PIERCE,983219424,CANNABIS RETAILER,CLOSED (PERMANENT),3607617540,
415206,6034123630010001,MR. DOOBEES,,2870 OCEAN AVE,TAYLOR PARK BLDG #4,RAYMOND,WA,PACIFIC,985774926,CANNABIS RETAILER,CLOSED (PERMANENT),3608758016,
424190,6034123630010003,MR. DOOBEES,,1410 40TH ST,,SEAVIEW,WA,PACIFIC,98644,CANNABIS RETAILER,ACTIVE (ISSUED),3608758016,
414973,6035781100010001,MR. GREEN JEANS,,4316 NE 399TH ST,,LA CENTER,WA,CLARK,986294627,CANNABIS RETAILER,CLOSED (PERMANENT),3609034055,
427850,6041450900010003,MR. GREENS CANNABIS,,15029 BOTHELL WAY NE STE 100,,LAKE FOREST PARK,WA,KING,98155,CANNABIS RETAILER,ACTIVE (ISSUED),2069202178,
417949,6041366620010002,MR. O.G.,,9823 15TH AVE SW UNIT D1,UNIT D1,SEATTLE,WA,KING,981062847,CANNABIS RETAILER,CLOSED (PERMANENT),2066128710,
413789,6044512990000000,MUELLER HILLTOP LLC (TITLE OWNER ONLY),,RETAIL TITLE CERTIFICATE,,FEDERAL WAY,WA,KING,980034994,RETAIL CERTIFICATE HOLDER,FORMER TITLE CERTIFICATE,2069924008,
413930,6033593550010001,MUFFYS POT SHOP,,3134 E HIGHWAY 101 SUITE A,,PORT ANGELES,WA,CLALLAM,98362,CANNABIS RETAILER,ACTIVE (ISSUED),3608082532,
421952,6035764680010001,MUKILTEO CANNABIS CO,,11012 MUKILTEO SPEEDWAY #A,,MUKILTEO,WA,SNOHOMISH,982755400,CANNABIS RETAILER,CLOSED (PERMANENT),2534595741,
414785,6042287530010001,MULTIVERSE HOLDINGS,,14343 15TH AVE NE,,SEATTLE,WA,KING,981253162,CANNABIS RETAILER,CLOSED (PERMANENT),4256985381,
417471,6034145890010002,NATURAL BLESSING,,12811 CANYON ROAD EAST  STE 3,SUITE 3,PUYALLUP,WA,PIERCE,983730000,CANNABIS RETAILER,CLOSED (PERMANENT),2066817241,
423390,6034145890010003,NATURAL BLESSING CANNABIS,,17024 PACIFIC AVE S STE B,STE B,SPANAWAY,WA,PIERCE,98387,CANNABIS RETAILER,ACTIVE (ISSUED),2534333961,
